asset_id,asset_type,character_id,expression,narrative_purpose,final_filename,destination_path,width,height,aspect_ratio,alpha_required,safe_area,generation_method,generation_prompt_file,negative_prompt_file,reference_requirement,source_url,license,sha256,placeholder_status,candidate_status,user_approval_status,integration_status,notes
portrait_dace_neutral,portrait,dace,neutral,Speaker portrait for Corporal Dace (neutral),dace_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/dace_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),0dd130d9b7bc67d02441fc987a0a681f94b6170db078705f7d31c95e5d1ca691,procedural_candidate,candidate,pending,integrated,
portrait_dace_fed_up,portrait,dace,fed_up,Speaker portrait for Corporal Dace (fed_up),dace_fed_up.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/dace_fed_up.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),d01a038022560503ff64e7dcc0277f53aca594034c43781db841d807be35ed20,procedural_candidate,candidate,pending,integrated,
portrait_fennick_eager,portrait,fennick,eager,Speaker portrait for Fennick Orr (eager),fennick_eager.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/fennick_eager.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),a86ada734fa17ee0e937f18f4950fdd9ae34c888041476e612d295f44c163b3d,procedural_candidate,candidate,pending,integrated,
portrait_fennick_neutral,portrait,fennick,neutral,Speaker portrait for Fennick Orr (neutral),fennick_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/fennick_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),06063ec48c88a2098543ae0ef95b40177927dd9960b7a33518d0784a5e2ddfe5,procedural_candidate,candidate,pending,integrated,
portrait_fennick_sheepish,portrait,fennick,sheepish,Speaker portrait for Fennick Orr (sheepish),fennick_sheepish.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/fennick_sheepish.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),22afd0033bfb2cd2713f139285170347ba514040c2d1167c4aef12786b37fc05,procedural_candidate,candidate,pending,integrated,
portrait_fennick_frightened,portrait,fennick,frightened,Speaker portrait for Fennick Orr (frightened),fennick_frightened.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/fennick_frightened.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),9b65166f1afa82e4ec059a2b0ae2d92bdfd13848d59154f3441f7d23c222f310,procedural_candidate,candidate,pending,integrated,
portrait_hale_serene,portrait,hale,serene,Speaker portrait for Sister Hale Ambrey (serene),hale_serene.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/hale_serene.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),e6b3f6cb69ebd99b71f5c3e35347460b196d688cee37d926537e01b3e2aedc2d,procedural_candidate,candidate,pending,integrated,
portrait_hale_neutral,portrait,hale,neutral,Speaker portrait for Sister Hale Ambrey (neutral),hale_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/hale_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),1673620a36610251622721f31eb7229b8579fdb91ae16e2cd399bee94b4f687d,procedural_candidate,candidate,pending,integrated,
portrait_hale_troubled,portrait,hale,troubled,Speaker portrait for Sister Hale Ambrey (troubled),hale_troubled.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/hale_troubled.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),7c505437167ec31e77f9a2054f3ac6ab4d4ada54618bd011340ac0fd1b7c956a,procedural_candidate,candidate,pending,integrated,
portrait_hale_unveiled,portrait,hale,unveiled,Speaker portrait for Sister Hale Ambrey (unveiled),hale_unveiled.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/hale_unveiled.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),e00a121cd689ab82c9e74f0e0de9a7fb1429b5b99bd6ab3d63862892c1dec49c,procedural_candidate,candidate,pending,integrated,
portrait_hesse_curious,portrait,hesse,curious,Speaker portrait for Lucan Hesse (curious),hesse_curious.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/hesse_curious.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),4af236e7c98212f7fb68bef6ab2a838cd51ac14deb5504391c217efc76c32879,procedural_candidate,candidate,pending,integrated,
portrait_hesse_triumphant,portrait,hesse,triumphant,Speaker portrait for Lucan Hesse (triumphant),hesse_triumphant.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/hesse_triumphant.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),4fc6afe103a75caa542d45441b3a220d0c2e2cd3fb3f6d319229fdb18c22d707,procedural_candidate,candidate,pending,integrated,
portrait_ilse_neutral,portrait,ilse,neutral,Speaker portrait for Ilse Harrow (neutral),ilse_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/ilse_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),cf82d4f417bbaa93704ff37b926889875a395ee713f4e1a164e869cdf0c3ce3d,procedural_candidate,candidate,pending,integrated,
portrait_ilse_wry,portrait,ilse,wry,Speaker portrait for Ilse Harrow (wry),ilse_wry.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/ilse_wry.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),41ad08d32451c087264773b3ea2014b7ef597679df0d1abe838ab2496f885086,procedural_candidate,candidate,pending,integrated,
portrait_ilse_angry,portrait,ilse,angry,Speaker portrait for Ilse Harrow (angry),ilse_angry.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/ilse_angry.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),1a2f2421b6874a31492e2df199b82cf375d1bdc3b1e5f9b888d092dd8aebc439,procedural_candidate,candidate,pending,integrated,
portrait_ilse_grieving,portrait,ilse,grieving,Speaker portrait for Ilse Harrow (grieving),ilse_grieving.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/ilse_grieving.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),ae4ce531150a0777542049c94a99ec6fc814c15457ea22a05b8ca3b7fd2560af,procedural_candidate,candidate,pending,integrated,
portrait_kell_courteous,portrait,kell,courteous,Speaker portrait for Ambrose Kell (courteous),kell_courteous.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/kell_courteous.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),3f05c5000525e36f9cbb716a4df8cc709f6dc286d9ccad4a39c01807c58ec6f8,procedural_candidate,candidate,pending,integrated,
portrait_kell_final,portrait,kell,final,Speaker portrait for Ambrose Kell (final),kell_final.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/kell_final.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),60193e04bac623ad633e3584af52fa4586504206fa7a4422985ef68b024fe999,procedural_candidate,candidate,pending,integrated,
portrait_mirren_guarded,portrait,mirren,guarded,Speaker portrait for Mirren Dray (guarded),mirren_guarded.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/mirren_guarded.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),e4c016ad2a6cf510aa9cc2b1680c3184432d38eaeb777c4e0762160457057391,procedural_candidate,candidate,pending,integrated,
portrait_mirren_neutral,portrait,mirren,neutral,Speaker portrait for Mirren Dray (neutral),mirren_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/mirren_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),00beefd94981297af30e790b4c5c21b3cad0ac1f8ebb6f5a92e95f7bc89ae70f,procedural_candidate,candidate,pending,integrated,
portrait_mirren_hopeful,portrait,mirren,hopeful,Speaker portrait for Mirren Dray (hopeful),mirren_hopeful.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/mirren_hopeful.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),da37ec510468e90f83dc0597e43c82278e914bf82ca69b936510e62e3e6113a1,procedural_candidate,candidate,pending,integrated,
portrait_mirren_broken,portrait,mirren,broken,Speaker portrait for Mirren Dray (broken),mirren_broken.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/mirren_broken.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),e626098271baa428a1123c34bbb5e0696300a45fbcc593a20a9c39e5da8e85ea,procedural_candidate,candidate,pending,integrated,
portrait_pell_beaming,portrait,pell,beaming,Speaker portrait for Gideon Pell (beaming),pell_beaming.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/pell_beaming.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),439b137904a5fc7fd93cc34040004c3c946acb2ba61d5b6928a4b567ca5e3df9,procedural_candidate,candidate,pending,integrated,
portrait_pell_neutral,portrait,pell,neutral,Speaker portrait for Gideon Pell (neutral),pell_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/pell_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),84adba698cfa2834a25cb2b7f844118da897d0af5e26601b71c87e9ef4743efe,procedural_candidate,candidate,pending,integrated,
portrait_pell_wounded,portrait,pell,wounded,Speaker portrait for Gideon Pell (wounded),pell_wounded.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/pell_wounded.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),963b73f92be92739298dfb30f33bcfecaf683e98cfff8a10cfda24f6b5a290ab,procedural_candidate,candidate,pending,integrated,
portrait_pell_stern,portrait,pell,stern,Speaker portrait for Gideon Pell (stern),pell_stern.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/pell_stern.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),db6921e4b6321b305511668effa2c4278b924fc3c9d0154a46c02ae02837509d,procedural_candidate,candidate,pending,integrated,
portrait_petronel_neutral,portrait,petronel,neutral,Speaker portrait for Petronel Ashby (neutral),petronel_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/petronel_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),9b22136c4e103d840905f06c71604c7e0f428c203fada6eb5c5304d3c5e55164,procedural_candidate,candidate,pending,integrated,
portrait_petronel_singing,portrait,petronel,singing,Speaker portrait for Petronel Ashby (singing),petronel_singing.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/petronel_singing.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),922df7907b8117c5fbdaba93e0f8ea049e384319a8634b1923589913135cd3ca,procedural_candidate,candidate,pending,integrated,
portrait_quenn_worried,portrait,quenn,worried,Speaker portrait for Tamsin Quenn (worried),quenn_worried.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/quenn_worried.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),4af337a925034f22bf0aa897ab8f7dd64a210648b0d307b54cbef62cc4551d9d,procedural_candidate,candidate,pending,integrated,
portrait_quenn_absorbed,portrait,quenn,absorbed,Speaker portrait for Tamsin Quenn (absorbed),quenn_absorbed.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/quenn_absorbed.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),055f9399cdb85a6d732bd88fd93afdbeba759e1b43b23f11daad7cdd03cd800f,procedural_candidate,candidate,pending,integrated,
portrait_quenn_neutral,portrait,quenn,neutral,Speaker portrait for Tamsin Quenn (neutral),quenn_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/quenn_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),52742aa654c9a801d8b4631677baa07b4eec68374847e564894c9cc06cc40c34,procedural_candidate,candidate,pending,integrated,
portrait_quenn_resolved,portrait,quenn,resolved,Speaker portrait for Tamsin Quenn (resolved),quenn_resolved.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/quenn_resolved.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),999a8e204036cbd3a9f2193541d9ccbab58d79cc4b9537a1e814b1ace819248f,procedural_candidate,candidate,pending,integrated,
portrait_solas_neutral,portrait,solas,neutral,Speaker portrait for Captain Ferrant Solas (neutral),solas_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/solas_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),bf48dea7c976b240c182e07ff1d26d8ef81681fc8ce0bf60518716acb39c75a6,procedural_candidate,candidate,pending,integrated,
portrait_solas_weary,portrait,solas,weary,Speaker portrait for Captain Ferrant Solas (weary),solas_weary.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/solas_weary.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),9a490e49b5f66f88ae189c4d6c36d2c0da0dd103560e1b671638cb5cc1331c15,procedural_candidate,candidate,pending,integrated,
portrait_solas_hard,portrait,solas,hard,Speaker portrait for Captain Ferrant Solas (hard),solas_hard.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/solas_hard.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),188aea17c1992d97c88539d50d431905a4797c176da38b7a56ede6257201c998,procedural_candidate,candidate,pending,integrated,
portrait_solas_almost_smiling,portrait,solas,almost_smiling,Speaker portrait for Captain Ferrant Solas (almost_smiling),solas_almost_smiling.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/solas_almost_smiling.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),b879db7a8a5a003cc1492c97eb694dec55e7122b80f73351104b3cee09e10cca,procedural_candidate,candidate,pending,integrated,
portrait_src_gate_neutral,portrait,src_gate,neutral,Speaker portrait for At the Gate (neutral),src_gate_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/src_gate_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),9b627c4ef984be0ffb677ff34ace38db3c44c90e0d20b17e438875255c94bbc2,procedural_candidate,candidate,pending,integrated,
portrait_src_ledger_neutral,portrait,src_ledger,neutral,Speaker portrait for The Keeper's Ledger (neutral),src_ledger_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/src_ledger_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),436e2c988c96910693d564b49883cf46975b1e279425cc3c5cb39107e6aad78b,procedural_candidate,candidate,pending,integrated,
portrait_src_stranger_neutral,portrait,src_stranger,neutral,Speaker portrait for A Stranger (neutral),src_stranger_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/src_stranger_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),0237f3cf7b37b7a859ea2427531d839fa71ef70594774a51a9256587b3f82b74,procedural_candidate,candidate,pending,integrated,
portrait_src_telegram_neutral,portrait,src_telegram,neutral,Speaker portrait for Telegram (neutral),src_telegram_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/src_telegram_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),b249c6d341c04ce5ebd682819d9051e75cb6924629d555878326c07c6299dec3,procedural_candidate,candidate,pending,integrated,
portrait_src_weather_neutral,portrait,src_weather,neutral,Speaker portrait for The Pound (neutral),src_weather_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/src_weather_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),3a5186b1e731b40c43037db5d7ce6d0958035e279566923db9de9f3cd84032dd,procedural_candidate,candidate,pending,integrated,
portrait_stroud_neutral,portrait,stroud,neutral,Speaker portrait for Dr. Aurelie Stroud (neutral),stroud_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/stroud_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),32d7ef11aea34de18d12ad43300256150a27df885f643965b7e0a3f1e4ab5bd5,procedural_candidate,candidate,pending,integrated,
portrait_stroud_grave,portrait,stroud,grave,Speaker portrait for Dr. Aurelie Stroud (grave),stroud_grave.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/stroud_grave.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),30ab295405dc910ec81de6cd13cd8414abf22628a5ab9b11bbdd489bf57cfe0c,procedural_candidate,candidate,pending,integrated,
portrait_tamm_neutral,portrait,tamm,neutral,Speaker portrait for Jory Tamm (neutral),tamm_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/tamm_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),b778ebdf88a443f63906f064ca55c9f64d1a2cec67fe56373f958fba357e331e,procedural_candidate,candidate,pending,integrated,
portrait_tamm_doubtful,portrait,tamm,doubtful,Speaker portrait for Jory Tamm (doubtful),tamm_doubtful.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/tamm_doubtful.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),bc17832cc4c0105c75b4457e833eeeb9db181c665ff3edbb14cd2dbf606e7de4,procedural_candidate,candidate,pending,integrated,
portrait_tobin_neutral,portrait,tobin,neutral,Speaker portrait for Old Tobin (neutral),tobin_neutral.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/tobin_neutral.txt,assets/prompts/UI/STYLE.md,none,,original (repository),fb2691afac38f2c9d4da5866d84ea8baffa2f5d70b3d33770e19feec9f073f0f,procedural_candidate,candidate,pending,integrated,
portrait_tobin_remembering,portrait,tobin,remembering,Speaker portrait for Old Tobin (remembering),tobin_remembering.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/tobin_remembering.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),76b227c86ec211a12508f5262073902c694e48ddadad949d4c5852efad2d744d,procedural_candidate,candidate,pending,integrated,
portrait_vane_brisk,portrait,vane,brisk,Speaker portrait for Nessa Vane (brisk),vane_brisk.png,assets/portraits/,512,640,4:5,yes,head centre at 42% height; nothing within 24px of edges,procedural (tools/build_art.py); target: hand-drawn or generated from neutral reference,assets/prompts/characters/vane_brisk.txt,assets/prompts/UI/STYLE.md,neutral,,original (repository),e444487aa6d40bb3db8a5dcd39c5a4d118ad0b1b27186f23f9d7648df9f2d81d,procedural_candidate,candidate,pending,integrated,
